epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,86.3515,1.44346,3.3005,1.21956,0,0,0,0,0,47.2345,0,0.0002125,0.0002125,0.0002125
2,165.559,0.98963,1.34774,0.97183,0,0,0,0,0,44.9512,0,0.000433169,0.000433169,0.000433169
3,240.929,0.96285,1.04847,0.95192,0,0,0,0,0,42.5765,0,0.000649382,0.000649382,0.000649382
4,319.662,0.87416,0.94093,0.92058,0,0,0,0,0,41.5077,0,0.000861141,0.000861141,0.000861141
5,395.798,0.87961,0.91466,0.91409,0,0,0,0,0,41.3475,0,0.00106844,0.00106844,0.00106844
6,470.25,0.83265,0.83235,0.90728,0,0,0,0,0,40.908,0,0.00118812,0.00118812,0.00118812
7,541.067,0.84515,0.79157,0.91508,0,0,0,0,0,35.0136,0,0.00117575,0.00117575,0.00117575
8,612.456,0.79625,0.75808,0.89864,0,0,0,0,0,34.3635,0,0.00116337,0.00116337,0.00116337
9,691.808,0.7509,0.71719,0.8752,0,0,0,0,0,32.7737,0,0.001151,0.001151,0.001151
10,767.137,0.728,0.67062,0.88682,0,0,0,0,0,30.9126,0,0.00113863,0.00113863,0.00113863
11,838.95,0.73735,0.64495,0.87862,0,0,0,0,0,27.8793,0,0.00112625,0.00112625,0.00112625
12,911.397,0.73641,0.65096,0.89833,0,0,0,0,0,25.5856,0,0.00111388,0.00111388,0.00111388
13,984.267,0.70101,0.60324,0.88128,0,0,0,0,0,22.2806,0,0.0011015,0.0011015,0.0011015
14,1056.55,0.6829,0.61656,0.88935,0,0,0,0,0,20.7631,0,0.00108913,0.00108913,0.00108913
15,1127.14,0.70305,0.59846,0.89061,0,0,0,0,0,20.7894,0,0.00107675,0.00107675,0.00107675
16,1198.08,0.72403,0.58075,0.8831,0,0,0,0,0,17.8168,0,0.00106437,0.00106437,0.00106437
17,1270.39,0.68327,0.56889,0.87346,0,0,0,0,0,17.2159,0,0.001052,0.001052,0.001052
18,1341.82,0.6398,0.52055,0.86197,0,0,0,0,0,15.3969,0,0.00103962,0.00103962,0.00103962
19,1413.92,0.65713,0.52715,0.86855,0,0,0,0,0,14.1774,0,0.00102725,0.00102725,0.00102725
20,1485.41,0.64531,0.51483,0.86848,0,0,0,0,0,13.4611,0,0.00101488,0.00101488,0.00101488
21,1557.02,0.65689,0.51988,0.86584,0,0,0,0,0,12.4912,0,0.0010025,0.0010025,0.0010025
22,1628.96,0.66421,0.52249,0.87307,0,0,0,0,0,13.0831,0,0.000990125,0.000990125,0.000990125
23,1700.41,0.64551,0.50245,0.86701,0,0,0,0,0,14.1278,0,0.00097775,0.00097775,0.00097775
24,1781.35,0.64173,0.48683,0.86581,0,0,0,0,0,12.1409,0,0.000965375,0.000965375,0.000965375
25,1854.09,0.61998,0.46153,0.85417,0,0,0,0,0,10.6676,0,0.000953,0.000953,0.000953
26,1929.62,0.63746,0.4715,0.87269,0,0,0,0,0,10.2294,0,0.000940625,0.000940625,0.000940625
27,2004.05,0.61217,0.46046,0.85852,0,0,0,0,0,8.99925,0,0.00092825,0.00092825,0.00092825
28,2085.57,0.61168,0.4545,0.86589,0,0,0,0,0,8.52678,0,0.000915875,0.000915875,0.000915875
29,2159.15,0.61275,0.44924,0.86471,0,0,0,0,0,8.65515,0,0.0009035,0.0009035,0.0009035
30,2242.21,0.59835,0.44244,0.86181,0,0,0,0,0,8.61618,0,0.000891125,0.000891125,0.000891125
31,2325.13,0.61404,0.4431,0.86017,0,0,0,0,0,8.06078,0,0.00087875,0.00087875,0.00087875
32,2398.06,0.57551,0.42488,0.84873,0,0,0,0,0,7.59081,0,0.000866375,0.000866375,0.000866375
33,2471.22,0.56839,0.4128,0.84036,0,0,0,0,0,7.05152,0,0.000854,0.000854,0.000854
34,2543.95,0.58849,0.41647,0.84932,0,0,0,0,0,6.98358,0,0.000841625,0.000841625,0.000841625
35,2618.03,0.58942,0.41532,0.84865,0,0,0,0,0,6.26821,0,0.00082925,0.00082925,0.00082925
36,2690.71,0.63287,0.43919,0.86037,0,0,0,0,0,6.15914,0,0.000816875,0.000816875,0.000816875
37,2762.87,0.62362,0.42957,0.86141,0,0,0,0,0,6.33918,0,0.0008045,0.0008045,0.0008045
38,2834.38,0.58118,0.4225,0.85385,0,0,0,0,0,5.72489,0,0.000792125,0.000792125,0.000792125
39,2904.55,0.59722,0.4259,0.86036,0,0,0,0,0,5.80449,0,0.00077975,0.00077975,0.00077975
40,2975.36,0.56372,0.39961,0.84993,0,0,0,0,0,5.63963,0,0.000767375,0.000767375,0.000767375
41,3046.91,0.54474,0.38106,0.83903,0,0,0,0,0,5.65664,0,0.000755,0.000755,0.000755
42,3119.38,0.55623,0.37937,0.84091,0,0,0,0,0,5.54358,0,0.000742625,0.000742625,0.000742625
43,3191.76,0.54633,0.38571,0.83959,0,0,0,0,0,5.46705,0,0.00073025,0.00073025,0.00073025
44,3264.67,0.58475,0.4156,0.86451,0,0,0,0,0,6.34942,0,0.000717875,0.000717875,0.000717875
45,3342.9,0.56092,0.3974,0.8513,0,0,0,0,0,6.39584,0,0.0007055,0.0007055,0.0007055
46,3419.13,0.57619,0.40154,0.85847,0,0,0,0,0,5.55289,0,0.000693125,0.000693125,0.000693125
47,3495.58,0.55105,0.38337,0.85427,0,0,0,0,0,6.58263,0,0.00068075,0.00068075,0.00068075
48,3570.4,0.57706,0.39763,0.85338,0,0,0,0,0,4.46613,0,0.000668375,0.000668375,0.000668375
49,3644.47,0.54144,0.37801,0.85093,0,0,0,0,0,4.06895,0,0.000656,0.000656,0.000656
50,3724.1,0.53773,0.377,0.83896,0,0,0,0,0,3.69309,0,0.000643625,0.000643625,0.000643625
51,3803.05,0.5517,0.37841,0.85177,0,0,0,0,0,3.86629,0,0.00063125,0.00063125,0.00063125
52,3875.31,0.53161,0.37102,0.84058,0,0,0,0,0,4.00847,0,0.000618875,0.000618875,0.000618875
53,3951.03,0.54872,0.37532,0.85116,0,0,0,0,0,4.69637,0,0.0006065,0.0006065,0.0006065
54,4026.47,0.55222,0.382,0.85737,0,0,0,0,0,4.35222,0,0.000594125,0.000594125,0.000594125
55,4101.87,0.51798,0.35434,0.84298,0,0,0,0,0,3.60861,0,0.00058175,0.00058175,0.00058175
56,4175.6,0.51967,0.35159,0.83326,0,0,0,0,0,3.21428,0,0.000569375,0.000569375,0.000569375
57,4250.06,0.51883,0.36009,0.84347,0,0,0,0,0,3.33264,0,0.000557,0.000557,0.000557
58,4324.74,0.52713,0.35991,0.83849,0,0,0,0,0,3.87138,0,0.000544625,0.000544625,0.000544625
59,4401.18,0.5246,0.36454,0.84589,0,0,0,0,0,5.35461,0,0.00053225,0.00053225,0.00053225
60,4475.58,0.51121,0.35494,0.84759,0,0,0,0,0,6.43398,0,0.000519875,0.000519875,0.000519875
61,4549.97,0.50458,0.35462,0.84544,0,0,0,0,0,3.52631,0,0.0005075,0.0005075,0.0005075
62,4623.22,0.52866,0.35047,0.84814,0,0,0,0,0,2.97554,0,0.000495125,0.000495125,0.000495125
63,4700.73,0.4984,0.34859,0.83849,0,0,0,0,0,2.79279,0,0.00048275,0.00048275,0.00048275
64,4776.99,0.51651,0.35239,0.84043,0,0,0,0,0,2.75503,0,0.000470375,0.000470375,0.000470375
65,4851.18,0.54724,0.35881,0.85068,0,0,0,0,0,2.78306,0,0.000458,0.000458,0.000458
66,4927.48,0.51929,0.34047,0.83256,0,0,0,0,0,2.83726,0,0.000445625,0.000445625,0.000445625
67,4999.47,0.48972,0.33557,0.83793,0,0,0,0,0,2.91071,0,0.00043325,0.00043325,0.00043325
68,5072.35,0.49452,0.32134,0.83139,0,0,0,0,0,2.8663,0,0.000420875,0.000420875,0.000420875
69,5144.25,0.50369,0.34436,0.84652,0,0,0,0,0,2.81378,0,0.0004085,0.0004085,0.0004085
70,5214.63,0.48446,0.32609,0.83017,0,0,0,0,0,2.77511,0,0.000396125,0.000396125,0.000396125
71,5288.54,0.49178,0.32835,0.84296,0,0,0,0,0,2.55742,0,0.00038375,0.00038375,0.00038375
72,5360.62,0.49166,0.32427,0.8351,0,0,0,0,0,2.6428,0,0.000371375,0.000371375,0.000371375
73,5430.68,0.47638,0.3222,0.83455,0,0,0,0,0,2.68273,0,0.000359,0.000359,0.000359
74,5502.06,0.48859,0.33024,0.84518,0,0,0,0,0,2.99157,0,0.000346625,0.000346625,0.000346625
75,5573.36,0.47096,0.31201,0.8335,0,0,0,0,0,3.20229,0,0.00033425,0.00033425,0.00033425
76,5649.35,0.48865,0.32475,0.83894,0,0,0,0,0,2.72621,0,0.000321875,0.000321875,0.000321875
77,5720.7,0.49387,0.32903,0.83373,0,0,0,0,0,2.45177,0,0.0003095,0.0003095,0.0003095
78,5792.54,0.49985,0.33376,0.84755,0,0,0,0,0,2.25794,0,0.000297125,0.000297125,0.000297125
79,5864.76,0.44856,0.29737,0.82099,0,0,0,0,0,2.42581,0,0.00028475,0.00028475,0.00028475
80,5940.75,0.46491,0.31038,0.82969,0,0,0,0,0,2.49036,0,0.000272375,0.000272375,0.000272375
81,6014.04,0.46375,0.31205,0.83228,0,0,0,0,0,2.42613,0,0.00026,0.00026,0.00026
82,6087.81,0.45857,0.31171,0.83229,0,0,0,0,0,2.40997,0,0.000247625,0.000247625,0.000247625
83,6165.15,0.45661,0.30205,0.82718,0,0,0,0,0,2.26569,0,0.00023525,0.00023525,0.00023525
84,6244.35,0.44219,0.29295,0.82749,0,0,0,0,0,2.26302,0,0.000222875,0.000222875,0.000222875
85,6316.35,0.44615,0.29732,0.82368,0,0,0,0,0,2.21207,0,0.0002105,0.0002105,0.0002105
86,6386.99,0.44449,0.29598,0.82663,0,0,0,0,0,2.13213,0,0.000198125,0.000198125,0.000198125
87,6458.32,0.44979,0.29998,0.83299,0,0,0,0,0,2.09333,0,0.00018575,0.00018575,0.00018575
88,6532.41,0.44713,0.29836,0.83109,0,0,0,0,0,2.1823,0,0.000173375,0.000173375,0.000173375
89,6607.18,0.45771,0.30909,0.83863,0,0,0,0,0,2.15985,0,0.000161,0.000161,0.000161
90,6681.71,0.45243,0.29849,0.83103,0,0,0,0,0,2.21856,0,0.000148625,0.000148625,0.000148625
91,6752.55,0.45613,0.31441,0.80763,0,0,0,0,0,2.17131,0,0.00013625,0.00013625,0.00013625
92,6821.85,0.44129,0.29872,0.80269,0,0,0,0,0,2.15976,0,0.000123875,0.000123875,0.000123875
93,6894.92,0.43706,0.28913,0.816,0,0,0,0,0,2.22453,0,0.0001115,0.0001115,0.0001115
94,6970.6,0.43192,0.28903,0.80633,0,0,0,0,0,2.27258,0,9.9125e-05,9.9125e-05,9.9125e-05
95,7040.6,0.42461,0.29075,0.80586,0,0,0,0,0,2.17473,0,8.675e-05,8.675e-05,8.675e-05
96,7113.02,0.42731,0.28883,0.80947,0,0,0,0,0,2.0388,0,7.4375e-05,7.4375e-05,7.4375e-05
97,7185.04,0.41918,0.28112,0.79415,0,0,0,0,0,2.0176,0,6.2e-05,6.2e-05,6.2e-05
98,7255.57,0.44409,0.30018,0.82181,0,0,0,0,0,2.01726,0,4.9625e-05,4.9625e-05,4.9625e-05
99,7327.14,0.41895,0.28501,0.80395,0,0,0,0,0,2.0157,0,3.725e-05,3.725e-05,3.725e-05
100,7399.37,0.43265,0.28508,0.80859,0,0,0,0,0,2.00482,0,2.4875e-05,2.4875e-05,2.4875e-05
